Your address (Street Address),Your address (Address Line 2),Your address (City),Your address (State / Province),Your address (ZIP / Postal Code),Your address (Country),Tour choice,Drink order,Phone,Hand bag,Pet,Complete Works of Shakespeare,Please answer: I believe that it is important to brush my teeth after every meal.,Total,Created By (User Id),Entry Id,Entry Date,Date Updated,Transaction Id,Payment Amount,Payment Date,Payment Status,Post Id,User Agent,Approval Status,Workflow Current Status Timestamp,Help Scout Conversation ID
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4931,21/12/2017 6:52,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4929,21/12/2017 1:03,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4928,20/12/2017 21:42,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4927,20/12/2017 21:33,,,,,,,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4925,20/12/2017 5:43,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4924,19/12/2017 23:10,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4923,19/12/2017 10:32,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4922,19/12/2017 10:13,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4921,19/12/2017 1:49,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4920,18/12/2017 19:20,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4918,18/12/2017 3:38,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,,4916,17/12/2017 19:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4915,17/12/2017 15:46,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4909,15/12/2017 21:05,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4907,15/12/2017 1:44,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4906,14/12/2017 20:48,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4904,14/12/2017 3:05,,,,,,,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4903,14/12/2017 2:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4902,14/12/2017 1:53,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4900,13/12/2017 22:37,,,,,,,"Mozilla/5.0 (Linux; Android 6.0.1; Moto G Play Build/MPIS24.241-15.3-26) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4897,12/12/2017 5:15,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4895,11/12/2017 23:56,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,5,,4894,11/12/2017 20:05,,,,,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.75 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4893,11/12/2017 16:41,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4892,11/12/2017 16:40,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4891,11/12/2017 16:40,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4890,11/12/2017 12:57,,,,,,,"Mozilla/5.0 (iPad; CPU OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4889,11/12/2017 11:13,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4888,11/12/2017 9:44,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4885,9/12/2017 15:11,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4884,9/12/2017 12:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Etchings|18.5,No,,,,,,18.5,,4880,8/12/2017 18:43,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4877,8/12/2017 5:22,,,,,,,"Mozilla/5.0 (iPad; CPU OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",,,
,,,,,,Dinosaur|10,No,,,,,,10,,4875,8/12/2017 2:06,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4874,8/12/2017 1:39,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4873,8/12/2017 1:35,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4872,8/12/2017 0:25,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4871,7/12/2017 10:54,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4869,7/12/2017 8:53,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4868,7/12/2017 2:53,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4865,6/12/2017 21:00,,,,,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.75 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4864,6/12/2017 17:21,,,,,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.75 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4863,6/12/2017 11:46,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4862,6/12/2017 1:31,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4861,5/12/2017 23:18,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4858,5/12/2017 20:39,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4856,5/12/2017 20:06,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4855,5/12/2017 16:54,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4854,5/12/2017 5:58,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4853,5/12/2017 5:55,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4850,4/12/2017 6:00,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4849,3/12/2017 9:19,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4848,3/12/2017 0:50,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4847,2/12/2017 21:47,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4845,1/12/2017 19:43,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4844,1/12/2017 18:48,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4841,1/12/2017 2:28,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:56.0) Gecko/20100101 Firefox/56.0,,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4840,1/12/2017 2:06,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4839,30/11/2017 23:33,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4834,30/11/2017 1:13,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Poetry|5,Coffee,,,,,,5,,4832,29/11/2017 16:09,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4831,29/11/2017 16:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4830,29/11/2017 10:20,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4829,29/11/2017 7:24,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4828,28/11/2017 19:24,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4827,28/11/2017 11:38,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4826,28/11/2017 8:47,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4825,28/11/2017 7:11,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4823,28/11/2017 0:05,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4822,27/11/2017 20:56,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4821,25/11/2017 10:54,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4820,25/11/2017 10:51,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4819,25/11/2017 6:59,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.17035",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4817,24/11/2017 21:53,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4816,24/11/2017 11:28,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Poetry|5,No,,,,,,5,,4814,24/11/2017 8:29,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4813,24/11/2017 2:12,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4811,23/11/2017 19:19,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4810,23/11/2017 13:01,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Poetry|5,Coffee,,,,,,5,,4809,22/11/2017 19:40,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4808,22/11/2017 11:23,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4806,22/11/2017 2:40,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4805,22/11/2017 2:39,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4804,22/11/2017 2:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5",,,
,,,,,,Etchings|18.5,Tea,,,,,,18.5,,4803,22/11/2017 2:29,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4802,21/11/2017 21:20,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4800,21/11/2017 4:35,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",,,
,,,,,,Poetry|5,Coffee,,,,,,5,,4799,19/11/2017 8:25,,,,,,,"Mozilla/5.0 (iPad; CPU OS 11_0_2 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A421 Safari/604.1",,,
,,,,,,Leopard|20,No,,,,,,20,,4798,18/11/2017 22:35,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Safari/604.1.38",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4797,18/11/2017 10:48,,,,,,,"Mozilla/5.0 (Linux; Android 7.1.1; ONEPLUS A3010 Build/NMF26F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4795,18/11/2017 9:24,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.89 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4794,18/11/2017 5:18,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:57.0) Gecko/20100101 Firefox/57.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4793,18/11/2017 5:16,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4790,18/11/2017 3:41,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4789,18/11/2017 2:14,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4788,17/11/2017 23:06,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Dinosaur|10,No,,,,,,10,,4787,17/11/2017 16:36,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,,4786,17/11/2017 10:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4785,17/11/2017 8:34,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4784,17/11/2017 5:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,,4782,16/11/2017 18:14,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4781,16/11/2017 17:22,,,,,,,"Mozilla/5.0 (Linux; Android 7.0; BTV-DL09 Build/HUAWEIBEETHOVEN-DL09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,18.5,,4780,16/11/2017 12:22,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4779,16/11/2017 7:50,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Etchings|18.5,No,,,,,,18.5,,4777,16/11/2017 4:42,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4775,16/11/2017 3:06,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4774,15/11/2017 20:43,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,10,,4772,15/11/2017 9:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Safari/604.1.38",,,
,,,,,,Dinosaur|10,Tea,,,,,,10,,4771,15/11/2017 4:02,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Safari/604.1.38",,,
